id,value
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.000558197273929559_to_0.000742613611111111#diversity_1.2424768473333332_to_1.4353844331747836#betweennes_6.704303131795873e-05_to_0.0003804556666666667,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.000558197273929559_to_0.000742613611111111#diversity_1.2424768473333332_to_1.4353844331747836#betweennes_-0.00024636960403074927_to_6.704303131795873e-05,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.000558197273929559_to_0.000742613611111111#diversity_1.2424768473333332_to_1.4353844331747836#betweennes_0.0006938683020153748_to_0.0010072809373640828,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.000558197273929559_to_0.000742613611111111#diversity_1.0495692614918828_to_1.2424768473333332,
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.000558197273929559_to_0.000742613611111111#diversity_1.0495692614918828_to_1.2424768473333332#betweenness_=_0.00066034,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.000558197273929559_to_0.000742613611111111#diversity_1.4353844331747836_to_1.6282920190162338,
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.000558197273929559_to_0.000742613611111111#diversity_1.4353844331747836_to_1.6282920190162338#betweenness_=_2.31e-05,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.000558197273929559_to_0.000742613611111111#diversity_0.8566616756504326_to_1.0495692614918828,
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.000558197273929559_to_0.000742613611111111#diversity_0.8566616756504326_to_1.0495692614918828#betweenness_=_0.0,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.0011114462854742149_to_0.0012958626226557668,
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.0011114462854742149_to_0.0012958626226557668#diversity_=_1.475076311,
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.0011114462854742149_to_0.0012958626226557668#diversity_=_1.475076311#betweenness_=_0.00022216,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.000742613611111111_to_0.0009270299482926629,
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.000742613611111111_to_0.0009270299482926629#diversity_1.0890957664285712_to_1.4477030776277067,
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.000742613611111111_to_0.0009270299482926629#diversity_1.0890957664285712_to_1.4477030776277067#betweennes_3.5099999999999986e-05_to_0.0001604995,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.000742613611111111_to_0.0009270299482926629#diversity_1.0890957664285712_to_1.4477030776277067#betweennes_0.0001604995_to_0.000285899,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.000742613611111111_to_0.0009270299482926629#diversity_0.37188114403030037_to_0.7304884552294357,
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.000742613611111111_to_0.0009270299482926629#diversity_0.37188114403030037_to_0.7304884552294357#betweenness_=_2.07e-06,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.000742613611111111_to_0.0009270299482926629#diversity_0.7304884552294357_to_1.0890957664285712,
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.000742613611111111_to_0.0009270299482926629#diversity_0.7304884552294357_to_1.0890957664285712#betweennes_0.001260604_to_0.002519168,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.000742613611111111_to_0.0009270299482926629#diversity_0.7304884552294357_to_1.0890957664285712#betweennes_-0.001256524_to_2.040000000000028e-06,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.000742613611111111_to_0.0009270299482926629#diversity_1.4477030776277067_to_1.8063103888268421,
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.000742613611111111_to_0.0009270299482926629#diversity_1.4477030776277067_to_1.8063103888268421#betweennes_1.17e-05_to_4.45e-05,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.000742613611111111_to_0.0009270299482926629#diversity_1.4477030776277067_to_1.8063103888268421#betweennes_4.45e-05_to_7.73e-05,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.000373780936748007_to_0.000558197273929559,
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.000373780936748007_to_0.000558197273929559#diversity_1.2433298448508114_to_1.377608361,
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.000373780936748007_to_0.000558197273929559#diversity_1.2433298448508114_to_1.377608361#betweenness_=_0.000988794,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.000373780936748007_to_0.000558197273929559#diversity_1.1090513287016228_to_1.2433298448508114,
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.000373780936748007_to_0.000558197273929559#diversity_1.1090513287016228_to_1.2433298448508114#betweenness_=_4.65e-05,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.000373780936748007_to_0.000558197273929559#diversity_1.5118868771491887_to_1.6461653932983773,
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.000373780936748007_to_0.000558197273929559#diversity_1.5118868771491887_to_1.6461653932983773#betweenness_=_0.000190475,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.0009270299482926629_to_0.0011114462854742149,
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.0009270299482926629_to_0.0011114462854742149#diversity_=_0.955699891,
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.0009270299482926629_to_0.0011114462854742149#diversity_=_0.955699891#betweenness_=_2.04e-06,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_6.663638758696122_to_8.07289992387553,
root#degree_-5.583682512309924_to_7.092964824120603#peel_6.663638758696122_to_8.07289992387553#pagerank_label_=_0.001092543,
root#degree_-5.583682512309924_to_7.092964824120603#peel_6.663638758696122_to_8.07289992387553#pagerank_label_=_0.001092543#diversity_=_0.0,
root#degree_-5.583682512309924_to_7.092964824120603#peel_6.663638758696122_to_8.07289992387553#pagerank_label_=_0.001092543#diversity_=_0.0#betweenness_=_1.95e-05,1
root#degree_19.76961216055113_to_32.446259496981654,
root#degree_19.76961216055113_to_32.446259496981654#peel_7.484792814898594_to_9.741935483870968,
root#degree_19.76961216055113_to_32.446259496981654#peel_7.484792814898594_to_9.741935483870968#pagerank_label_0.005205196837661755_to_0.006346996584414418,
root#degree_19.76961216055113_to_32.446259496981654#peel_7.484792814898594_to_9.741935483870968#pagerank_label_0.005205196837661755_to_0.006346996584414418#diversity_1.751052605_to_1.83847239,
root#degree_19.76961216055113_to_32.446259496981654#peel_7.484792814898594_to_9.741935483870968#pagerank_label_0.005205196837661755_to_0.006346996584414418#diversity_1.751052605_to_1.83847239#betweenness_=_0.019000091,1
root#degree_19.76961216055113_to_32.446259496981654#peel_7.484792814898594_to_9.741935483870968#pagerank_label_0.005205196837661755_to_0.006346996584414418#diversity_1.83847239_to_1.925892175,
root#degree_19.76961216055113_to_32.446259496981654#peel_7.484792814898594_to_9.741935483870968#pagerank_label_0.005205196837661755_to_0.006346996584414418#diversity_1.83847239_to_1.925892175#betweenness_=_0.017268244,1
root#degree_19.76961216055113_to_32.446259496981654#peel_7.484792814898594_to_9.741935483870968#pagerank_label_0.0029215973441564275_to_0.004063397090909091,
root#degree_19.76961216055113_to_32.446259496981654#peel_7.484792814898594_to_9.741935483870968#pagerank_label_0.0029215973441564275_to_0.004063397090909091#diversity_2.0455764619999997_to_2.0535234195,
root#degree_19.76961216055113_to_32.446259496981654#peel_7.484792814898594_to_9.741935483870968#pagerank_label_0.0029215973441564275_to_0.004063397090909091#diversity_2.0455764619999997_to_2.0535234195#betweenness_=_0.014536796,1
root#degree_19.76961216055113_to_32.446259496981654#peel_7.484792814898594_to_9.741935483870968#pagerank_label_0.0029215973441564275_to_0.004063397090909091#diversity_2.029682547_to_2.0376295045,
root#degree_19.76961216055113_to_32.446259496981654#peel_7.484792814898594_to_9.741935483870968#pagerank_label_0.0029215973441564275_to_0.004063397090909091#diversity_2.029682547_to_2.0376295045#betweenness_=_0.012466572,1
root#degree_19.76961216055113_to_32.446259496981654#peel_7.484792814898594_to_9.741935483870968#pagerank_label_0.004063397090909091_to_0.005205196837661755,
root#degree_19.76961216055113_to_32.446259496981654#peel_7.484792814898594_to_9.741935483870968#pagerank_label_0.004063397090909091_to_0.005205196837661755#diversity_1.6961892194847206_to_1.8619659792,
root#degree_19.76961216055113_to_32.446259496981654#peel_7.484792814898594_to_9.741935483870968#pagerank_label_0.004063397090909091_to_0.005205196837661755#diversity_1.6961892194847206_to_1.8619659792#betweennes_0.012390513_to_0.015621606,1
root#degree_19.76961216055113_to_32.446259496981654#peel_7.484792814898594_to_9.741935483870968#pagerank_label_0.004063397090909091_to_0.005205196837661755#diversity_1.6961892194847206_to_1.8619659792#betweennes_0.005928326999999999_to_0.00915942,1
root#degree_19.76961216055113_to_32.446259496981654#peel_7.484792814898594_to_9.741935483870968#pagerank_label_0.004063397090909091_to_0.005205196837661755#diversity_1.5304124597694408_to_1.6961892194847206,
root#degree_19.76961216055113_to_32.446259496981654#peel_7.484792814898594_to_9.741935483870968#pagerank_label_0.004063397090909091_to_0.005205196837661755#diversity_1.5304124597694408_to_1.6961892194847206#betweenness_=_0.010826778,1
root#degree_19.76961216055113_to_32.446259496981654#peel_7.484792814898594_to_9.741935483870968#pagerank_label_0.004063397090909091_to_0.005205196837661755#diversity_2.0277427389152796_to_2.1935194986305593,
root#degree_19.76961216055113_to_32.446259496981654#peel_7.484792814898594_to_9.741935483870968#pagerank_label_0.004063397090909091_to_0.005205196837661755#diversity_2.0277427389152796_to_2.1935194986305593#betweenness_=_0.006490368,1
root#degree_19.76961216055113_to_32.446259496981654#peel_7.484792814898594_to_9.741935483870968#pagerank_label_0.004063397090909091_to_0.005205196837661755#diversity_1.8619659792_to_2.0277427389152796,
root#degree_19.76961216055113_to_32.446259496981654#peel_7.484792814898594_to_9.741935483870968#pagerank_label_0.004063397090909091_to_0.005205196837661755#diversity_1.8619659792_to_2.0277427389152796#betweenness_=_0.016712732,1
root#degree_19.76961216055113_to_32.446259496981654#peel_7.484792814898594_to_9.741935483870968#pagerank_label_0.001779797597403764_to_0.0029215973441564275,
root#degree_19.76961216055113_to_32.446259496981654#peel_7.484792814898594_to_9.741935483870968#pagerank_label_0.001779797597403764_to_0.0029215973441564275#diversity_1.3399964399999997_to_1.6087603604999998,
root#degree_19.76961216055113_to_32.446259496981654#peel_7.484792814898594_to_9.741935483870968#pagerank_label_0.001779797597403764_to_0.0029215973441564275#diversity_1.3399964399999997_to_1.6087603604999998#betweenness_=_0.003126949,1
root#degree_19.76961216055113_to_32.446259496981654#peel_7.484792814898594_to_9.741935483870968#pagerank_label_0.001779797597403764_to_0.0029215973441564275#diversity_1.877524281_to_2.1462882015,
root#degree_19.76961216055113_to_32.446259496981654#peel_7.484792814898594_to_9.741935483870968#pagerank_label_0.001779797597403764_to_0.0029215973441564275#diversity_1.877524281_to_2.1462882015#betweenness_=_0.011219033,1
root#degree_19.76961216055113_to_32.446259496981654#peel_11.999078152843342_to_14.256220821815717,
root#degree_19.76961216055113_to_32.446259496981654#peel_11.999078152843342_to_14.256220821815717#pagerank_label_0.0012063486523249982_to_0.0021341827352534077,
root#degree_19.76961216055113_to_32.446259496981654#peel_11.999078152843342_to_14.256220821815717#pagerank_label_0.0012063486523249982_to_0.0021341827352534077#diversity_1.344257669_to_1.5130558745,
root#degree_19.76961216055113_to_32.446259496981654#peel_11.999078152843342_to_14.256220821815717#pagerank_label_0.0012063486523249982_to_0.0021341827352534077#diversity_1.344257669_to_1.5130558745#betweenness_=_0.001181454,1
root#degree_19.76961216055113_to_32.446259496981654#peel_11.999078152843342_to_14.256220821815717#pagerank_label_0.0012063486523249982_to_0.0021341827352534077#diversity_1.5130558745_to_1.68185408,
root#degree_19.76961216055113_to_32.446259496981654#peel_11.999078152843342_to_14.256220821815717#pagerank_label_0.0012063486523249982_to_0.0021341827352534077#diversity_1.5130558745_to_1.68185408#betweenness_=_0.0048781,1
root#degree_19.76961216055113_to_32.446259496981654#peel_11.999078152843342_to_14.256220821815717#pagerank_label_0.0021341827352534077_to_0.0030620168181818177,
root#degree_19.76961216055113_to_32.446259496981654#peel_11.999078152843342_to_14.256220821815717#pagerank_label_0.0021341827352534077_to_0.0030620168181818177#diversity_1.0301099724307252_to_1.3878343770000001,
root#degree_19.76961216055113_to_32.446259496981654#peel_11.999078152843342_to_14.256220821815717#pagerank_label_0.0021341827352534077_to_0.0030620168181818177#diversity_1.0301099724307252_to_1.3878343770000001#betweennes_0.0008953_to_0.00091794,1
root#degree_19.76961216055113_to_32.446259496981654#peel_11.999078152843342_to_14.256220821815717#pagerank_label_0.0021341827352534077_to_0.0030620168181818177#diversity_1.0301099724307252_to_1.3878343770000001#betweennes_0.00091794_to_0.00094058,1
root#degree_19.76961216055113_to_32.446259496981654#peel_11.999078152843342_to_14.256220821815717#pagerank_label_0.0021341827352534077_to_0.0030620168181818177#diversity_1.745558781569275_to_2.1032831861385497,
root#degree_19.76961216055113_to_32.446259496981654#peel_11.999078152843342_to_14.256220821815717#pagerank_label_0.0021341827352534077_to_0.0030620168181818177#diversity_1.745558781569275_to_2.1032831861385497#betweenness_=_0.005881332,1
root#degree_19.76961216055113_to_32.446259496981654#peel_11.999078152843342_to_14.256220821815717#pagerank_label_0.0030620168181818177_to_0.003989850901110228,
root#degree_19.76961216055113_to_32.446259496981654#peel_11.999078152843342_to_14.256220821815717#pagerank_label_0.0030620168181818177_to_0.003989850901110228#diversity_1.3732703149488337_to_1.576831578974417,
root#degree_19.76961216055113_to_32.446259496981654#peel_11.999078152843342_to_14.256220821815717#pagerank_label_0.0030620168181818177_to_0.003989850901110228#diversity_1.3732703149488337_to_1.576831578974417#betweenness_=_0.001442737,1
root#degree_19.76961216055113_to_32.446259496981654#peel_11.999078152843342_to_14.256220821815717#pagerank_label_0.0030620168181818177_to_0.003989850901110228#diversity_1.576831578974417_to_1.780392843,
root#degree_19.76961216055113_to_32.446259496981654#peel_11.999078152843342_to_14.256220821815717#pagerank_label_0.0030620168181818177_to_0.003989850901110228#diversity_1.576831578974417_to_1.780392843#betweennes_0.006064574_to_0.0067354875,1
root#degree_19.76961216055113_to_32.446259496981654#peel_11.999078152843342_to_14.256220821815717#pagerank_label_0.0030620168181818177_to_0.003989850901110228#diversity_1.576831578974417_to_1.780392843#betweennes_0.0067354875_to_0.007406401,1
root#degree_19.76961216055113_to_32.446259496981654#peel_11.999078152843342_to_14.256220821815717#pagerank_label_0.0030620168181818177_to_0.003989850901110228#diversity_1.983954107025583_to_2.187515371051166,
root#degree_19.76961216055113_to_32.446259496981654#peel_11.999078152843342_to_14.256220821815717#pagerank_label_0.0030620168181818177_to_0.003989850901110228#diversity_1.983954107025583_to_2.187515371051166#betweennes_0.011062043_to_0.013814972500000001,1
root#degree_19.76961216055113_to_32.446259496981654#peel_11.999078152843342_to_14.256220821815717#pagerank_label_0.0030620168181818177_to_0.003989850901110228#diversity_1.983954107025583_to_2.187515371051166#betweennes_0.005556183999999999_to_0.0083091135,1
root#degree_19.76961216055113_to_32.446259496981654#peel_11.999078152843342_to_14.256220821815717#pagerank_label_0.003989850901110228_to_0.004917684984038637,
root#degree_19.76961216055113_to_32.446259496981654#peel_11.999078152843342_to_14.256220821815717#pagerank_label_0.003989850901110228_to_0.004917684984038637#diversity_=_1.995750869,
root#degree_19.76961216055113_to_32.446259496981654#peel_11.999078152843342_to_14.256220821815717#pagerank_label_0.003989850901110228_to_0.004917684984038637#diversity_=_1.995750869#betweenness_=_0.004545928,1
root#degree_19.76961216055113_to_32.446259496981654#peel_5.22765014592622_to_7.484792814898594,
root#degree_19.76961216055113_to_32.446259496981654#peel_5.22765014592622_to_7.484792814898594#pagerank_label_=_0.003815659,
root#degree_19.76961216055113_to_32.446259496981654#peel_5.22765014592622_to_7.484792814898594#pagerank_label_=_0.003815659#diversity_=_2.029682547,
root#degree_19.76961216055113_to_32.446259496981654#peel_5.22765014592622_to_7.484792814898594#pagerank_label_=_0.003815659#diversity_=_2.029682547#betweenness_=_0.017878371,1
root#degree_19.76961216055113_to_32.446259496981654#peel_2.9705074769538466_to_5.22765014592622,
root#degree_19.76961216055113_to_32.446259496981654#peel_2.9705074769538466_to_5.22765014592622#pagerank_label_0.005649906_to_0.0061613915,
root#degree_19.76961216055113_to_32.446259496981654#peel_2.9705074769538466_to_5.22765014592622#pagerank_label_0.005649906_to_0.0061613915#diversity_=_1.809598882,
root#degree_19.76961216055113_to_32.446259496981654#peel_2.9705074769538466_to_5.22765014592622#pagerank_label_0.005649906_to_0.0061613915#diversity_=_1.809598882#betweenness_=_0.033024754,1
root#degree_19.76961216055113_to_32.446259496981654#peel_2.9705074769538466_to_5.22765014592622#pagerank_label_0.0061613915_to_0.006672877000000001,
root#degree_19.76961216055113_to_32.446259496981654#peel_2.9705074769538466_to_5.22765014592622#pagerank_label_0.0061613915_to_0.006672877000000001#diversity_=_1.856036234,
root#degree_19.76961216055113_to_32.446259496981654#peel_2.9705074769538466_to_5.22765014592622#pagerank_label_0.0061613915_to_0.006672877000000001#diversity_=_1.856036234#betweenness_=_0.036450737,1
root#degree_19.76961216055113_to_32.446259496981654#peel_9.741935483870968_to_11.999078152843342,
root#degree_19.76961216055113_to_32.446259496981654#peel_9.741935483870968_to_11.999078152843342#pagerank_label_0.0032314116666666668_to_0.0039313419385137195,
root#degree_19.76961216055113_to_32.446259496981654#peel_9.741935483870968_to_11.999078152843342#pagerank_label_0.0032314116666666668_to_0.0039313419385137195#diversity_1.9496675010000002_to_2.06239780922658,
root#degree_19.76961216055113_to_32.446259496981654#peel_9.741935483870968_to_11.999078152843342#pagerank_label_0.0032314116666666668_to_0.0039313419385137195#diversity_1.9496675010000002_to_2.06239780922658#betweennes_0.0029000499999999995_to_0.0031803079999999997,1
root#degree_19.76961216055113_to_32.446259496981654#peel_9.741935483870968_to_11.999078152843342#pagerank_label_0.0032314116666666668_to_0.0039313419385137195#diversity_1.9496675010000002_to_2.06239780922658#betweennes_0.003460566_to_0.003740824,1
root#degree_19.76961216055113_to_32.446259496981654#peel_9.741935483870968_to_11.999078152843342#pagerank_label_0.0032314116666666668_to_0.0039313419385137195#diversity_1.7242068845468408_to_1.8369371927734206,
root#degree_19.76961216055113_to_32.446259496981654#peel_9.741935483870968_to_11.999078152843342#pagerank_label_0.0032314116666666668_to_0.0039313419385137195#diversity_1.7242068845468408_to_1.8369371927734206#betweenness_=_0.020192887,1
root#degree_19.76961216055113_to_32.446259496981654#peel_9.741935483870968_to_11.999078152843342#pagerank_label_0.0018315511229725617_to_0.002531481394819614,
root#degree_19.76961216055113_to_32.446259496981654#peel_9.741935483870968_to_11.999078152843342#pagerank_label_0.0018315511229725617_to_0.002531481394819614#diversity_1.274586732_to_1.6082572279999998,
root#degree_19.76961216055113_to_32.446259496981654#peel_9.741935483870968_to_11.999078152843342#pagerank_label_0.0018315511229725617_to_0.002531481394819614#diversity_1.274586732_to_1.6082572279999998#betweenness_=_0.007182702,1
root#degree_19.76961216055113_to_32.446259496981654#peel_9.741935483870968_to_11.999078152843342#pagerank_label_0.0018315511229725617_to_0.002531481394819614#diversity_1.9419277239999997_to_2.27559822,
root#degree_19.76961216055113_to_32.446259496981654#peel_9.741935483870968_to_11.999078152843342#pagerank_label_0.0018315511229725617_to_0.002531481394819614#diversity_1.9419277239999997_to_2.27559822#betweenness_=_0.009803338,1
root#degree_19.76961216055113_to_32.446259496981654#peel_9.741935483870968_to_11.999078152843342#pagerank_label_0.0039313419385137195_to_0.004631272210360772,
root#degree_19.76961216055113_to_32.446259496981654#peel_9.741935483870968_to_11.999078152843342#pagerank_label_0.0039313419385137195_to_0.004631272210360772#diversity_=_1.957615479,
root#degree_19.76961216055113_to_32.446259496981654#peel_9.741935483870968_to_11.999078152843342#pagerank_label_0.0039313419385137195_to_0.004631272210360772#diversity_=_1.957615479#betweenness_=_0.003151405,1
root#degree_83.15284884270376_to_95.82949617913428,
root#degree_83.15284884270376_to_95.82949617913428#peel_=_13,
root#degree_83.15284884270376_to_95.82949617913428#peel_=_13#pagerank_label_0.018295308_to_0.018538945,
root#degree_83.15284884270376_to_95.82949617913428#peel_=_13#pagerank_label_0.018295308_to_0.018538945#diversity_=_2.332991632,
root#degree_83.15284884270376_to_95.82949617913428#peel_=_13#pagerank_label_0.018295308_to_0.018538945#diversity_=_2.332991632#betweenness_=_0.087242361,1
root#degree_83.15284884270376_to_95.82949617913428#peel_=_13#pagerank_label_0.018051671_to_0.018295308,
root#degree_83.15284884270376_to_95.82949617913428#peel_=_13#pagerank_label_0.018051671_to_0.018295308#diversity_=_2.399455178,
root#degree_83.15284884270376_to_95.82949617913428#peel_=_13#pagerank_label_0.018051671_to_0.018295308#diversity_=_2.399455178#betweenness_=_0.110139553,1
root#degree_32.446259496981654_to_45.12290683341219,
root#degree_32.446259496981654_to_45.12290683341219#peel_11.2_to_13.557965224510319,
root#degree_32.446259496981654_to_45.12290683341219#peel_11.2_to_13.557965224510319#pagerank_label_0.006042158_to_0.007086370647137545,
root#degree_32.446259496981654_to_45.12290683341219#peel_11.2_to_13.557965224510319#pagerank_label_0.006042158_to_0.007086370647137545#diversity_2.0149514525_to_2.153082,
root#degree_32.446259496981654_to_45.12290683341219#peel_11.2_to_13.557965224510319#pagerank_label_0.006042158_to_0.007086370647137545#diversity_2.0149514525_to_2.153082#betweenness_=_0.045549578,1
root#degree_32.446259496981654_to_45.12290683341219#peel_11.2_to_13.557965224510319#pagerank_label_0.006042158_to_0.007086370647137545#diversity_1.7386903575000001_to_1.8768209050000002,
root#degree_32.446259496981654_to_45.12290683341219#peel_11.2_to_13.557965224510319#pagerank_label_0.006042158_to_0.007086370647137545#diversity_1.7386903575000001_to_1.8768209050000002#betweenness_=_0.009201379,1
root#degree_32.446259496981654_to_45.12290683341219#peel_11.2_to_13.557965224510319#pagerank_label_0.007086370647137545_to_0.00813058329427509,
root#degree_32.446259496981654_to_45.12290683341219#peel_11.2_to_13.557965224510319#pagerank_label_0.007086370647137545_to_0.00813058329427509#diversity_2.042872284_to_2.208504507,
root#degree_32.446259496981654_to_45.12290683341219#peel_11.2_to_13.557965224510319#pagerank_label_0.007086370647137545_to_0.00813058329427509#diversity_2.042872284_to_2.208504507#betweenness_=_0.032251919,1
root#degree_32.446259496981654_to_45.12290683341219#peel_11.2_to_13.557965224510319#pagerank_label_0.007086370647137545_to_0.00813058329427509#diversity_1.7116078380000002_to_1.8772400610000002,
root#degree_32.446259496981654_to_45.12290683341219#peel_11.2_to_13.557965224510319#pagerank_label_0.007086370647137545_to_0.00813058329427509#diversity_1.7116078380000002_to_1.8772400610000002#betweenness_=_0.018923484,1
root#degree_32.446259496981654_to_45.12290683341219#peel_11.2_to_13.557965224510319#pagerank_label_0.003953732705724909_to_0.004997945352862455,
root#degree_32.446259496981654_to_45.12290683341219#peel_11.2_to_13.557965224510319#pagerank_label_0.003953732705724909_to_0.004997945352862455#diversity_=_1.662755842,
root#degree_32.446259496981654_to_45.12290683341219#peel_11.2_to_13.557965224510319#pagerank_label_0.003953732705724909_to_0.004997945352862455#diversity_=_1.662755842#betweenness_=_0.005485884,1
root#degree_32.446259496981654_to_45.12290683341219#peel_11.2_to_13.557965224510319#pagerank_label_0.004997945352862455_to_0.006042158,
root#degree_32.446259496981654_to_45.12290683341219#peel_11.2_to_13.557965224510319#pagerank_label_0.004997945352862455_to_0.006042158#diversity_1.849112878_to_1.898014108,
root#degree_32.446259496981654_to_45.12290683341219#peel_11.2_to_13.557965224510319#pagerank_label_0.004997945352862455_to_0.006042158#diversity_1.849112878_to_1.898014108#betweenness_=_0.008828141,1
root#degree_32.446259496981654_to_45.12290683341219#peel_11.2_to_13.557965224510319#pagerank_label_0.004997945352862455_to_0.006042158#diversity_1.898014108_to_1.946915338,
root#degree_32.446259496981654_to_45.12290683341219#peel_11.2_to_13.557965224510319#pagerank_label_0.004997945352862455_to_0.006042158#diversity_1.898014108_to_1.946915338#betweenness_=_0.006251297,1
root#degree_32.446259496981654_to_45.12290683341219#peel_6.484069550979361_to_8.84203477548968,
root#degree_32.446259496981654_to_45.12290683341219#peel_6.484069550979361_to_8.84203477548968#pagerank_label_0.0055268667546369_to_0.008291406666666667,
root#degree_32.446259496981654_to_45.12290683341219#peel_6.484069550979361_to_8.84203477548968#pagerank_label_0.0055268667546369_to_0.008291406666666667#diversity_=_2.120173779,
root#degree_32.446259496981654_to_45.12290683341219#peel_6.484069550979361_to_8.84203477548968#pagerank_label_0.0055268667546369_to_0.008291406666666667#diversity_=_2.120173779#betweenness_=_0.023846811,1
root#degree_32.446259496981654_to_45.12290683341219#peel_6.484069550979361_to_8.84203477548968#pagerank_label_0.0027623268426071323_to_0.0055268667546369,
root#degree_32.446259496981654_to_45.12290683341219#peel_6.484069550979361_to_8.84203477548968#pagerank_label_0.0027623268426071323_to_0.0055268667546369#diversity_=_1.931601912,
root#degree_32.446259496981654_to_45.12290683341219#peel_6.484069550979361_to_8.84203477548968#pagerank_label_0.0027623268426071323_to_0.0055268667546369#diversity_=_1.931601912#betweenness_=_0.013605084,1
root#degree_32.446259496981654_to_45.12290683341219#peel_6.484069550979361_to_8.84203477548968#pagerank_label_0.011055946578696435_to_0.013820486490726203,
root#degree_32.446259496981654_to_45.12290683341219#peel_6.484069550979361_to_8.84203477548968#pagerank_label_0.011055946578696435_to_0.013820486490726203#diversity_=_1.958122578,
root#degree_32.446259496981654_to_45.12290683341219#peel_6.484069550979361_to_8.84203477548968#pagerank_label_0.011055946578696435_to_0.013820486490726203#diversity_=_1.958122578#betweenness_=_0.041466204,1
root#degree_45.12290683341219_to_57.79955416984271,
root#degree_45.12290683341219_to_57.79955416984271#peel_11.723857625084603_to_12.195262145875635,
root#degree_45.12290683341219_to_57.79955416984271#peel_11.723857625084603_to_12.195262145875635#pagerank_label_=_0.016699569,
root#degree_45.12290683341219_to_57.79955416984271#peel_11.723857625084603_to_12.195262145875635#pagerank_label_=_0.016699569#diversity_=_2.160724355,
root#degree_45.12290683341219_to_57.79955416984271#peel_11.723857625084603_to_12.195262145875635#pagerank_label_=_0.016699569#diversity_=_2.160724355#betweenness_=_0.044911179,1
